what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1313180939175
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1313180939175
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1313180939175
java.specification.name,sysinfo,,,"Java Platform API Specification",1313180939175
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313180939175
java.specification.version,sysinfo,,,"1.6",1313180939175
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1313180939175
java.version,sysinfo,,,"1.6.0_19",1313180939175
java.vm.info,sysinfo,,,"mixed mode, sharing",1313180939175
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1313180939175
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313180939175
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313180939175
java.vm.specification.version,sysinfo,,,"1.0",1313180939175
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1313180939175
java.vm.version,sysinfo,,,"16.2-b04",1313180939175
started,bundle,CE,1.0.0.qualifier,"CE",1313180946067
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313180947251
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313180970297
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313180973687
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313181021193
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313181023141
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313181298821
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313181300795
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313181301628
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313181301742
