what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1313085865315
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1313085865315
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1313085865315
java.specification.name,sysinfo,,,"Java Platform API Specification",1313085865315
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313085865315
java.specification.version,sysinfo,,,"1.6",1313085865315
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1313085865315
java.version,sysinfo,,,"1.6.0_19",1313085865315
java.vm.info,sysinfo,,,"mixed mode, sharing",1313085865315
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1313085865315
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313085865315
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313085865315
java.vm.specification.version,sysinfo,,,"1.0",1313085865315
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1313085865315
java.vm.version,sysinfo,,,"16.2-b04",1313085865315
started,bundle,CE,1.0.0.qualifier,"CE",1313085865708
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313085867013
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313085890238
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313085890268
stopped,bundle,CE,1.0.0.qualifier,"CE",1313085890275
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313085899592
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313085901923
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313085923741
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313085925694
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313085926771
