what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1313011237763
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1313011237763
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1313011237763
java.specification.name,sysinfo,,,"Java Platform API Specification",1313011237763
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313011237763
java.specification.version,sysinfo,,,"1.6",1313011237763
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1313011237763
java.version,sysinfo,,,"1.6.0_19",1313011237763
java.vm.info,sysinfo,,,"mixed mode, sharing",1313011237763
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1313011237763
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313011237763
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313011237763
java.vm.specification.version,sysinfo,,,"1.0",1313011237763
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1313011237763
java.vm.version,sysinfo,,,"16.2-b04",1313011237763
started,bundle,CE,1.0.0.qualifier,"CE",1313011238889
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313011240230
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313011268827
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313011268852
stopped,bundle,CE,1.0.0.qualifier,"CE",1313011268857
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313011270526
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313011271729
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313011290162
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313011291842
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313011298784
