what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"de_DE",1313490581834
processors,sysinfo,,,"2",1313490581834
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1313490581834
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1313490581834
java.specification.name,sysinfo,,,"Java Platform API Specification",1313490581834
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313490581834
java.specification.version,sysinfo,,,"1.6",1313490581834
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1313490581834
java.version,sysinfo,,,"1.6.0_19",1313490581834
java.vm.info,sysinfo,,,"mixed mode, sharing",1313490581834
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1313490581834
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313490581834
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313490581834
java.vm.specification.version,sysinfo,,,"1.0",1313490581834
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1313490581834
java.vm.version,sysinfo,,,"16.2-b04",1313490581834
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313490595162
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313490595190
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313490596282
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313490597122
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313490633131
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313490633146
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313490634121
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313490635007
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313490669879
