what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1312381103098
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1312381103098
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1312381103098
java.specification.name,sysinfo,,,"Java Platform API Specification",1312381103098
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1312381103098
java.specification.version,sysinfo,,,"1.6",1312381103098
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1312381103098
java.version,sysinfo,,,"1.6.0_19",1312381103098
java.vm.info,sysinfo,,,"mixed mode, sharing",1312381103098
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1312381103098
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1312381103098
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1312381103098
java.vm.specification.version,sysinfo,,,"1.0",1312381103098
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1312381103098
java.vm.version,sysinfo,,,"16.2-b04",1312381103098
started,bundle,CE,1.0.0.qualifier,"CE",1312381103653
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1312381105025
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1312381543354
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1312381544872
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1312381545655
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1312381545780
