what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"de_DE",1313579168819
processors,sysinfo,,,"2",1313579168819
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1313579168819
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1313579168819
java.specification.name,sysinfo,,,"Java Platform API Specification",1313579168819
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313579168819
java.specification.version,sysinfo,,,"1.6",1313579168819
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1313579168819
java.version,sysinfo,,,"1.6.0_19",1313579168819
java.vm.info,sysinfo,,,"mixed mode, sharing",1313579168819
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1313579168819
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313579168819
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313579168819
java.vm.specification.version,sysinfo,,,"1.0",1313579168819
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1313579168819
java.vm.version,sysinfo,,,"16.2-b04",1313579168819
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313579196370
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313579197665
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313579198398
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313579198507
