what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1313093747244
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1313093747244
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1313093747244
java.specification.name,sysinfo,,,"Java Platform API Specification",1313093747244
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313093747244
java.specification.version,sysinfo,,,"1.6",1313093747244
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1313093747244
java.version,sysinfo,,,"1.6.0_19",1313093747244
java.vm.info,sysinfo,,,"mixed mode, sharing",1313093747244
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1313093747244
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313093747244
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313093747244
java.vm.specification.version,sysinfo,,,"1.0",1313093747244
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1313093747244
java.vm.version,sysinfo,,,"16.2-b04",1313093747244
started,bundle,CE,1.0.0.qualifier,"CE",1313093747734
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313093748997
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313093769490
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313093769518
stopped,bundle,CE,1.0.0.qualifier,"CE",1313093769533
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313093903512
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313093904991
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313093927899
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313093927915
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313093938095
